interaction_id,datetime_start,queue_skill,channel,duration_talk,hold_time,wrap_up_time,agent_id,transfer_flag,caller_id
id_157,2024-01-10 10:49:00,retenciones,email,633,29,38,A2,False,+34624586222
id_158,2024-01-25 16:03:00,soporte,chat,789,13,42,A4,False,+34667001666
id_159,2024-01-27 19:28:00,soporte,email,657,36,49,A5,False,+34609462743
id_160,2024-01-28 13:07:00,retenciones,chat,1002,25,41,A5,False,+34606155579
id_161,2024-01-16 19:04:00,ventas,chat,608,50,42,A3,False,+34653811239
id_162,2024-01-27 08:05:00,soporte,chat,772,52,40,A5,False,+34604684346
id_163,2024-01-27 16:12:00,retenciones,chat,700,47,55,A4,False,+34610115078
id_164,2024-01-05 18:44:00,posventa,email,906,26,42,A2,False,+34610528294
id_165,2024-01-18 11:01:00,posventa,email,605,55,42,A2,False,+34642106078
id_166,2024-01-02 19:23:00,ventas,chat,609,25,42,A5,False,+34679146438
id_167,2024-01-10 16:31:00,retenciones,voz,529,52,48,A2,False,+34675176851
id_168,2024-01-04 09:03:00,retenciones,voz,459,51,24,A2,True,+34684483977
id_169,2024-01-22 08:21:00,soporte,voz,503,32,45,A1,True,+34695019914
id_170,2024-01-01 13:46:00,soporte,chat,494,61,39,A5,False,+34636089369
id_171,2024-01-02 09:28:00,ventas,chat,617,53,31,A4,False,+34698023086
id_172,2024-01-14 11:21:00,soporte,email,775,38,43,A4,False,+34697042181
id_173,2024-01-19 16:04:00,posventa,chat,590,34,36,A2,False,+34601074961
id_174,2024-01-15 19:15:00,soporte,email,670,5,42,A1,False,+34689858638
id_175,2024-01-27 09:51:00,ventas,chat,702,24,64,A2,False,+34655940773
id_176,2024-01-16 16:59:00,soporte,email,900,32,29,A5,False,+34670047063
id_177,2024-01-08 18:12:00,posventa,voz,576,6,25,A5,False,+34613476005
id_178,2024-01-11 16:32:00,soporte,voz,923,48,52,A4,False,+34638836811
id_179,2024-01-25 13:21:00,soporte,chat,478,7,40,A5,False,+34685936029
id_180,2024-01-01 11:25:00,retenciones,chat,443,9,35,A5,False,+34608439469
id_181,2024-01-26 09:14:00,posventa,email,501,21,44,A4,False,+34601443717
id_182,2024-01-09 13:08:00,soporte,email,440,31,30,A4,False,+34642307399
id_183,2024-01-18 19:19:00,posventa,chat,809,19,59,A2,False,+34679790594
id_184,2024-01-09 19:41:00,retenciones,email,639,63,33,A4,False,+34614150540
id_185,2024-01-25 10:57:00,soporte,chat,529,0,48,A4,False,+34653307679
id_186,2024-01-19 19:17:00,ventas,email,675,40,10,A3,False,+34681718171
id_187,2024-01-10 10:34:00,soporte,chat,517,1,47,A3,False,+34699989204
id_188,2024-01-26 15:19:00,retenciones,email,516,57,51,A1,False,+34620808635
id_189,2024-01-24 09:48:00,soporte,voz,1118,38,38,A2,False,+34617066318
id_190,2024-01-02 11:05:00,posventa,email,525,12,19,A2,False,+34628175911
id_191,2024-01-21 08:34:00,soporte,voz,504,57,64,A4,False,+34654181889
id_192,2024-01-23 12:04:00,posventa,chat,855,27,28,A5,False,+34633523310
id_193,2024-01-14 15:38:00,posventa,chat,829,0,34,A1,False,+34634932801
id_194,2024-01-03 12:04:00,soporte,chat,376,52,29,A4,False,+34604600108
id_195,2024-01-23 18:09:00,ventas,email,180,35,36,A4,False,+34647602635
id_196,2024-01-01 16:53:00,posventa,voz,846,46,58,A3,False,+34601805808
id_197,2024-01-24 19:55:00,retenciones,chat,806,34,36,A4,False,+34653175588
id_198,2024-01-20 17:28:00,soporte,chat,560,5,49,A2,False,+34615702852
id_199,2024-01-01 08:50:00,retenciones,chat,783,36,54,A4,False,+34645587883
id_200,2024-01-06 11:22:00,ventas,chat,30,11,49,A3,False,+34604990961
id_201,2024-01-21 08:54:00,posventa,email,475,68,37,A2,False,+34642439798
id_202,2024-01-26 18:09:00,posventa,voz,643,33,42,A5,False,+34683149786
id_203,2024-01-08 16:45:00,ventas,chat,636,45,52,A5,False,+34613045697
id_204,2024-01-18 13:08:00,ventas,voz,963,23,43,A4,False,+34665969098
id_205,2024-01-04 09:37:00,soporte,chat,837,5,48,A2,False,+34622910282
id_206,2024-01-01 15:53:00,ventas,chat,740,3,57,A4,False,+34669070841
id_207,2024-01-07 12:18:00,retenciones,voz,401,0,30,A4,False,+34645938649
id_208,2024-01-11 10:07:00,retenciones,chat,335,51,63,A4,False,+34620554754
id_209,2024-01-21 17:07:00,retenciones,chat,100,75,19,A3,False,+34610104107
id_210,2024-01-04 18:47:00,ventas,chat,270,62,44,A1,False,+34691199914
id_211,2024-01-13 12:22:00,ventas,chat,783,26,22,A2,False,+34644810380
id_212,2024-01-22 10:33:00,ventas,email,906,37,23,A1,False,+34659468269
id_213,2024-01-27 19:34:00,ventas,voz,434,33,29,A2,False,+34645844569
id_214,2024-01-25 18:06:00,ventas,email,911,10,48,A2,False,+34692540486
id_215,2024-01-24 08:41:00,soporte,voz,435,26,33,A4,False,+34679690286
id_216,2024-01-27 14:21:00,ventas,email,830,30,40,A2,False,+34692796686
id_217,2024-01-10 15:57:00,posventa,email,747,24,44,A3,False,+34689380419
id_218,2024-01-18 15:18:00,retenciones,voz,901,38,53,A5,False,+34671537554
id_219,2024-01-04 17:32:00,ventas,voz,371,24,47,A3,False,+34617644180
id_220,2024-01-17 13:47:00,ventas,email,527,8,28,A1,False,+34655666186
id_221,2024-01-10 16:13:00,retenciones,email,490,33,33,A4,False,+34684143761
id_222,2024-01-03 17:53:00,posventa,email,461,64,33,A2,True,+34614578363
id_223,2024-01-14 10:03:00,ventas,email,713,62,34,A2,False,+34682424160
id_224,2024-01-04 10:08:00,ventas,email,559,7,29,A3,False,+34629737667
id_225,2024-01-13 08:59:00,ventas,email,646,0,44,A1,False,+34650825596
id_226,2024-01-26 10:21:00,retenciones,email,766,43,69,A4,False,+34690493043
id_227,2024-01-08 13:43:00,retenciones,voz,862,43,35,A5,False,+34639970870
id_228,2024-01-16 19:16:00,retenciones,voz,362,0,32,A4,False,+34623255666
id_229,2024-01-08 13:04:00,posventa,voz,773,45,51,A4,False,+34630267797
id_230,2024-01-18 15:38:00,retenciones,email,368,35,55,A4,False,+34613116915
id_231,2024-01-02 11:32:00,soporte,chat,463,6,16,A2,False,+34641765312
id_232,2024-01-11 10:51:00,retenciones,email,361,33,38,A5,False,+34623683333
id_233,2024-01-03 13:42:00,posventa,chat,937,67,40,A4,False,+34636432549
id_234,2024-01-18 10:29:00,retenciones,chat,106,41,48,A2,False,+34679110216
id_235,2024-01-15 12:34:00,ventas,chat,707,12,40,A4,False,+34642866200
id_236,2024-01-02 16:53:00,soporte,chat,598,48,16,A5,False,+34699907919
id_237,2024-01-22 11:02:00,posventa,chat,440,37,54,A1,False,+34675013292
id_238,2024-01-28 19:31:00,posventa,chat,30,34,25,A2,False,+34604746771
id_239,2024-01-18 19:05:00,posventa,voz,268,55,57,A3,False,+34668082045
id_240,2024-01-11 09:30:00,retenciones,chat,196,18,33,A3,False,+34694597309
id_241,2024-01-14 10:06:00,retenciones,email,522,33,42,A1,False,+34692210534
id_242,2024-01-28 11:28:00,soporte,voz,600,39,74,A2,False,+34624525886
id_243,2024-01-05 11:34:00,posventa,chat,365,0,48,A5,False,+34647378941
id_244,2024-01-23 09:26:00,soporte,email,751,57,34,A4,False,+34652010809
id_245,2024-01-24 14:04:00,posventa,chat,401,29,10,A1,False,+34618608310
id_246,2024-01-21 17:03:00,ventas,chat,1012,22,48,A2,False,+34603815144
id_247,2024-01-29 11:28:00,posventa,email,894,25,29,A2,False,+34600442939
id_248,2024-01-16 08:09:00,retenciones,email,807,28,42,A5,False,+34654254875
id_249,2024-01-11 14:33:00,retenciones,chat,410,0,45,A5,False,+34632038060
id_250,2024-01-19 12:31:00,retenciones,chat,548,29,43,A5,True,+34629084871
id_251,2024-01-25 14:42:00,retenciones,chat,818,41,5,A4,False,+34698090211
id_252,2024-01-11 11:14:00,retenciones,chat,637,8,13,A3,False,+34677457397
id_253,2024-01-08 17:37:00,soporte,voz,605,13,42,A2,False,+34631099208
id_254,2024-01-02 09:02:00,retenciones,voz,649,35,26,A5,False,+34681193128
id_255,2024-01-25 17:54:00,soporte,voz,471,48,40,A2,False,+34689198479
id_256,2024-01-28 09:10:00,posventa,chat,653,13,43,A5,False,+34680925517
id_257,2024-01-28 17:24:00,retenciones,voz,497,14,43,A2,False,+34654610032
id_258,2024-01-24 12:34:00,retenciones,voz,702,5,57,A3,False,+34636213515
id_259,2024-01-09 09:20:00,soporte,chat,550,62,47,A1,False,+34697101535
id_260,2024-01-11 13:21:00,soporte,chat,746,37,30,A1,False,+34684370894
id_261,2024-01-19 14:23:00,ventas,email,405,0,52,A3,False,+34652315765
id_262,2024-01-19 14:28:00,soporte,email,770,33,27,A4,False,+34616413806
id_263,2024-01-08 17:57:00,ventas,voz,558,12,31,A5,False,+34661509503
id_264,2024-01-14 14:26:00,retenciones,chat,717,19,23,A4,False,+34698683379
id_265,2024-01-04 13:41:00,posventa,chat,443,42,38,A2,False,+34606739013
id_266,2024-01-24 10:36:00,ventas,chat,683,24,25,A4,False,+34648085527
id_267,2024-01-22 10:25:00,ventas,voz,316,0,17,A4,False,+34652496899
id_268,2024-01-29 10:23:00,posventa,voz,852,25,35,A5,False,+34692573559
id_269,2024-01-30 15:33:00,ventas,voz,921,61,25,A2,False,+34615663645
id_270,2024-01-26 13:52:00,retenciones,voz,677,31,62,A2,False,+34696432867
id_271,2024-01-30 14:48:00,ventas,email,431,27,47,A4,False,+34663848248
id_272,2024-01-28 13:44:00,soporte,email,326,39,23,A4,False,+34694499886
id_273,2024-01-27 13:46:00,posventa,chat,525,51,68,A3,False,+34679394364
id_274,2024-01-10 09:02:00,posventa,chat,908,19,51,A5,False,+34675057004
id_275,2024-01-19 12:18:00,ventas,email,506,0,47,A1,False,+34661069572
id_276,2024-01-04 13:25:00,soporte,email,493,34,34,A2,False,+34646206264
id_277,2024-01-04 13:40:00,retenciones,email,670,8,45,A1,False,+34682096675
id_278,2024-01-21 15:43:00,soporte,voz,485,10,25,A2,False,+34626133385
id_279,2024-01-16 13:30:00,ventas,voz,898,24,39,A1,True,+34600658003
id_280,2024-01-18 17:42:00,posventa,chat,450,32,23,A5,False,+34615433222
id_281,2024-01-06 09:31:00,posventa,chat,649,31,50,A1,True,+34653873131
id_282,2024-01-24 16:36:00,soporte,chat,619,7,48,A3,False,+34613981528
id_283,2024-01-21 19:56:00,posventa,voz,478,62,43,A2,False,+34650538135
id_284,2024-01-29 09:27:00,retenciones,email,481,24,42,A5,False,+34652777488
id_285,2024-01-02 13:45:00,soporte,chat,385,0,46,A1,False,+34623689071
id_286,2024-01-19 14:21:00,soporte,email,780,48,29,A2,False,+34652499002
id_287,2024-01-10 10:50:00,retenciones,voz,474,42,29,A1,False,+34628997485
id_288,2024-01-20 13:14:00,ventas,voz,497,36,36,A3,False,+34623593741
id_289,2024-01-27 16:39:00,retenciones,chat,776,28,37,A1,False,+34602276787
id_290,2024-01-23 16:58:00,posventa,email,1238,56,31,A3,False,+34669863927
id_291,2024-01-12 17:07:00,posventa,chat,783,16,68,A5,False,+34690067502
id_292,2024-01-15 15:17:00,posventa,chat,816,39,27,A1,False,+34618303750
id_293,2024-01-16 10:44:00,ventas,chat,546,39,31,A3,False,+34633833647
id_294,2024-01-11 12:03:00,retenciones,voz,496,12,57,A1,False,+34671335020
id_295,2024-01-23 12:20:00,soporte,email,415,53,27,A5,False,+34602592536
id_296,2024-01-20 09:25:00,ventas,email,672,33,34,A3,False,+34661963740
id_297,2024-01-09 11:37:00,ventas,voz,961,37,35,A4,False,+34693480811
id_298,2024-01-09 12:23:00,posventa,chat,208,55,39,A2,False,+34675211737
id_299,2024-01-16 12:27:00,posventa,email,486,21,30,A4,False,+34663349631
id_300,2024-01-22 08:04:00,ventas,chat,194,38,45,A3,False,+34605432019
